activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,549300N1YEXP02MHBR47,17140,OH,39165.0,39165030902.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,2,2,2,2,255000.0,81.289,,,3,,,,,,180,,,2,2,2,2,1205000,1,1,3,5,1,,162.0,20%-<30%,9,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,7,,,,8886,13.05,102300,193.28,2154,2207,18
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113021602.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,2,2,75000.0,68.132,7.5,1.7,2,110.0,,0.0,,,120,,,2,2,2,2,255000,1,1,3,5,1,,96.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,3640,13.3,92400,129.06,1206,1326,54
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049009802.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,35000.0,85.773,9.25,2.04,2,,,,,,300,,,2,1,2,2,225000,1,1,3,5,1,,170.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,3521,8.58,100900,85.24,1229,1481,42
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049007102.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,2,2,95000.0,63.002,8.25,2.77,2,110.0,,0.0,,,120,,,2,2,2,2,425000,1,1,3,5,1,,166.0,20%-<30%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,35-44,No,No,1,1,6,,,,,10,,,,3392,14.0,100900,162.32,1157,1176,37
2023,549300N1YEXP02MHBR47,18140,OH,39041.0,39041010200.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,31,2,2,1,2,85000.0,99.909,9.0,1.46,2,,,,,,300,,,2,1,2,2,475000,1,1,3,5,1,,278.0,30%-<36%,8,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,5659,15.41,100900,86.33,1650,2460,60
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113050301.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,1,2,45000.0,32.686,9.0,1.46,2,,,,,,300,,,2,1,2,2,145000,1,1,3,5,1,,43.0,39,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,3407,15.53,92400,93.31,1122,1385,66
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113001000.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,55000.0,61.111,,,3,,,,,,300,,,2,1,2,2,95000,1,1,3,5,1,,24.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,3,,,,1358,86.01,92400,53.1,175,704,77
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057210401.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,55000.0,55.305,7.5,0.29,2,,,,,,300,,,2,1,2,2,285000,1,1,3,5,1,,54.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,5226,18.89,92400,127.06,1101,1358,33
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057240200.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,Joint,Joint,2,0,2,1,2,2,2,2,2,25000.0,99.924,8.75,2.95,3,,,,,,180,,,2,2,2,2,375000,1,1,3,5,1,,176.0,42,8,9,2,,,,,1,11.0,,,,2,2,3,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4614,17.36,92400,63.03,907,1566,62
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049003700.0,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,2,2,1,2,405000.0,93.39,,,3,,,,,,300,,,2,1,2,2,955000,1,1,3,5,1,,,,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,,,1,1,6,,,,,1,9.0,,,3389,57.33,100900,86.48,663,1550,0
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049006950.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,75000.0,84.979,7.5,-0.13,2,,,,,,300,,,2,1,2,2,415000,1,1,3,5,1,,97.0,40,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,2797,8.58,100900,145.12,1118,1289,35
2023,549300N1YEXP02MHBR47,19430,OH,39109.0,39109365002.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,25000.0,84.918,13.0,5.87,2,,,,,,300,,,2,1,2,2,105000,1,1,3,5,1,,24.0,38,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,5352,14.7,92400,121.77,1260,1882,41
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113020900.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,15000.0,94.917,10.5,3.28,2,,,,,,300,,,2,1,2,2,175000,1,1,3,5,1,,55.0,40,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,2713,17.29,92400,76.49,718,1451,63
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113040405.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,75000.0,41.543,7.5,0.14,2,,,,,,300,,,2,1,2,2,415000,1,1,3,5,1,,97.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,6334,30.6,92400,115.85,1081,1904,32
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057200902.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,75000.0,84.998,7.5,0.37,2,,,,,,300,,,2,1,2,2,255000,1,1,3,5,1,,82.0,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,3535,11.88,92400,149.62,1311,1602,47
2023,549300N1YEXP02MHBR47,18140,OH,39045.0,39045033101.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,65000.0,94.993,9.0,1.75,2,,,,,,300,,,2,1,2,2,345000,1,1,3,5,1,,117.0,20%-<30%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4488,25.11,100900,94.25,1230,1435,33
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113020700.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,25000.0,84.963,7.5,0.3,2,,,,,,300,,,2,1,2,2,205000,1,1,3,5,1,,134.0,20%-<30%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,<25,No,No,1,1,6,,,,,10,,,,3167,14.49,92400,112.87,1047,1344,64
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113021601.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,45000.0,91.081,9.0,1.84,2,,,,,,300,,,2,1,2,2,255000,1,1,3,5,1,,101.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,2082,15.32,92400,89.68,663,734,55
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113020800.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,1,2,1,2,65000.0,24.49,7.75,0.55,2,,,,,,300,,,2,1,2,2,245000,1,1,3,5,1,,125.0,<20%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,2466,11.84,92400,105.53,748,978,54
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113100202.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,45000.0,91.094,9.25,2.12,2,,,,,,300,,,2,1,2,2,205000,1,1,3,5,1,,110.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,2524,33.6,92400,98.1,788,1054,50
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057240600.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,2,0,2,1,2,1,2,1,2,75000.0,26.786,7.5,0.14,3,,,,,,300,,,2,1,2,2,285000,1,1,3,5,1,,96.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,3,5.0,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,5186,62.32,92400,77.42,700,1654,57
2023,549300N1YEXP02MHBR47,18140,OH,39045.0,39045030901.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,4,2,2,2,2,75000.0,100.0,8.75,3.09,3,,,,,,180,,,2,2,2,2,355000,1,1,3,5,1,,141.0,39,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,5146,8.32,100900,113.45,1696,1996,23
2023,549300N1YEXP02MHBR47,18140,OH,39045.0,39045030601.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,2,2,2,75000.0,80.133,8.5,2.49,2,110.0,,0.0,,,180,,,2,2,2,2,435000,1,1,3,5,1,,93.0,36,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,7918,30.17,100900,139.53,2089,2266,17
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049006397.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,105000.0,58.357,,,3,,,,,,,,,2,1,2,2,405000,1,1,3,5,1,,180.0,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,7,,,,6680,35.7,100900,96.21,1171,1947,35
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113120101.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,2,2,2,2,15000.0,,,,3,,,,,,60,,,2,2,2,2,185000,1,1,3,5,1,,63.0,41,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,,1,1,6,,,,,4,,,,5187,29.44,92400,116.5,1946,2177,51
2023,549300N1YEXP02MHBR47,18140,OH,39045.0,39045030700.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,85000.0,96.829,9.0,1.78,2,,,,,,300,,,2,1,2,2,415000,1,1,3,5,1,,75.0,42,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,4209,13.49,100900,118.66,1199,1369,27
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113070101.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,4,2,2,1,2,95000.0,99.875,9.0,1.82,2,,,,,,300,,,2,1,2,2,165000,1,1,3,5,1,,96.0,20%-<30%,8,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,3687,57.58,92400,77.48,1006,1447,47
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049007710.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,105000.0,92.534,,,3,,,,,,300,,,2,1,2,2,165000,1,1,3,5,1,,37.0,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,1,,,,4629,64.14,100900,40.63,881,1803,64
2023,549300N1YEXP02MHBR47,18140,OH,39089.0,39089754400.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,35000.0,75.234,7.75,2.48,2,110.0,,0.0,,,180,,,2,2,2,2,225000,1,1,3,5,1,,91.0,30%-<36%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,6057,5.46,100900,82.85,1906,2544,39
2023,549300N1YEXP02MHBR47,19430,OH,39109.0,39109365302.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,75000.0,70.579,7.5,0.28,2,,,,,,300,,,2,1,2,2,305000,1,1,3,5,1,,108.0,30%-<36%,8,9,2,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,6024,10.08,92400,151.39,1946,2161,33
2023,549300N1YEXP02MHBR47,17140,OH,39165.0,39165031200.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,165000.0,99.497,9.0,1.75,2,,,,,,300,,,2,1,2,2,505000,1,1,3,5,1,,223.0,30%-<36%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,8353,10.16,102300,136.29,2112,2395,23
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049010204.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,4,2,2,1,2,45000.0,88.259,,,3,,,,,,,,,2,1,2,2,495000,1,1,3,5,1,,207.0,50%-60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,4,,,,6684,65.02,100900,74.65,799,1426,22
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113140100.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,15000.0,72.414,,,3,,,,,,300,,,2,1,2,2,145000,1,1,3,5,1,,120.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,3,,,,5848,6.6,92400,98.88,1945,2664,52
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113021100.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,3,0,2,1,4,2,2,2,2,5000.0,66.667,,,3,,,,,,60,,,2,2,2,2,75000,1,1,3,5,1,,34.0,50%-60%,8,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,4,,,,3247,20.88,92400,75.75,348,1616,66
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057240302.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,2,2,45000.0,65.37,7.5,2.04,2,0.0,,0.0,,,120,,,2,2,2,2,165000,1,1,3,5,1,,35.0,47,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,3948,17.58,92400,73.35,739,1703,56
2023,549300N1YEXP02MHBR47,99999,OH,39149.0,39149971600.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,55000.0,,,,3,,,,,,300,,,2,1,2,2,195000,1,1,3,5,1,,109.0,20%-<30%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,1,1,6,,,,,4,,,,5072,1.77,79500,113.93,1624,2238,41
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057210602.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,2,2,45000.0,78.581,7.75,2.09,2,110.0,,0.0,,,180,,,2,2,2,2,135000,1,1,3,5,4,,60.0,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,5186,12.42,92400,146.29,1943,2157,48
2023,549300N1YEXP02MHBR47,18140,OH,39045.0,39045032602.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,55000.0,77.919,,,3,,,,,,300,,,2,1,2,2,505000,1,1,3,5,1,,115.0,46,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,1,,,,3562,6.93,100900,90.67,1034,1344,45
2023,549300N1YEXP02MHBR47,30620,OH,39003.0,39003010801.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,95000.0,82.31,6.25,-1.0,2,,,,,,300,,,2,1,2,2,265000,1,1,3,5,1,,145.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,4453,10.85,75600,121.38,1516,1894,43
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049007215.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,1,4,2,2,1,2,85000.0,97.238,,,3,,,,,,300,,,2,1,2,2,445000,1,1,3,5,1,,82.0,>60%,8,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,3,1.0,,,5550,24.74,100900,115.81,2024,2420,11
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113020900.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,2,2,35000.0,,,,3,,,,,,180,,,2,2,2,2,155000,1,1,3,5,1,,143.0,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,4,,,,2713,17.29,92400,76.49,718,1451,63
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049008002.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,2,2,65000.0,89.53,,,3,,,,,,180,,,2,2,2,2,395000,1,1,3,5,1,,71.0,48,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,7,6.0,1.0,,3487,15.8,100900,134.53,1263,1311,40
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113002600.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,1,2,125000.0,94.737,10.5,3.32,2,,,,,,300,,,2,1,2,2,135000,1,1,3,5,1,,96.0,20%-<30%,9,8,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,5807,25.45,92400,64.89,1519,2581,0
2023,549300N1YEXP02MHBR47,17140,OH,39165.0,39165030504.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,75000.0,81.529,7.5,0.28,2,,,,,,300,,,2,1,2,2,455000,1,1,3,5,1,,99.0,39,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,5179,11.62,102300,179.45,1580,1836,27
2023,549300N1YEXP02MHBR47,19430,OH,39109.0,39109365302.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,145000.0,84.611,,,3,,,,,,300,,,2,1,2,2,345000,1,1,3,5,1,,52.0,50%-60%,8,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,1,3.0,,,6024,10.08,92400,151.39,1946,2161,33
2023,549300N1YEXP02MHBR47,99999,OH,39091.0,39091004600.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,25000.0,83.106,10.5,2.96,2,,,,,,300,,,2,1,2,2,415000,1,1,3,5,1,,198.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,5440,13.84,79500,121.59,1671,2114,44
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113070600.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,4,2,2,2,2,25000.0,70.02,9.0,3.49,2,110.0,,0.0,,,120,,,2,2,2,2,145000,1,1,3,5,1,,48.0,30%-<36%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,1184,89.53,92400,106.69,377,455,56
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113040201.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,45000.0,70.429,7.5,-0.13,2,,,,,,300,,,2,1,2,2,265000,1,1,3,5,1,,65.0,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,2927,11.38,92400,125.34,1059,1215,54
2023,549300N1YEXP02MHBR47,17140,OH,39165.0,39165031200.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,2,2,1,2,75000.0,,,,3,,,,,,,,,2,1,2,2,205000,1,1,3,5,1,,113.0,45,9,8,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,4,,,,8353,10.16,102300,136.29,2112,2395,23
2023,549300N1YEXP02MHBR47,19430,OH,39109.0,39109390100.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,2,2,1,2,15000.0,12.902,,,3,,,,,,,,,2,1,2,2,355000,1,1,3,5,1,,60.0,38,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,7,,,,4877,4.78,92400,121.88,1077,1391,62
2023,549300N1YEXP02MHBR47,99999,OH,39021.0,39021011001.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,2,2,15000.0,24.508,6.75,1.25,2,110.0,,0.0,,,60,,,2,2,2,2,305000,1,1,3,5,1,,45.0,36,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,2683,5.78,79500,106.72,880,1077,49
