action_taken,purchaser_type,loan_type,loan_purpose,lien_status,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,total_loan_costs,total_points_and_fees,origination_charges,discount_points,loan_term,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_race-1,co-applicant_race-1,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,aus-1,denial_reason-1,ltv_category,dti_category,loan_term_category
,71,2,1,1,415000.0,95.775,7.875,1.894,21123.77,0.0,10050.0,300.0,372.0,425000,1,1,3,5,1,99.0,Missing,1,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,31,1,255000.0,89.307,7.0,1.23,20473.6,0.0,12494.73,7573.23,372.0,275000,2,1,1,1,1,80.0,45.0,3,3,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1,10,Medium,30-50,Long
,71,2,1,1,205000.0,96.5,7.25,0.843,13061.16,0.0,7148.01,5258.01,360.0,205000,1,1,3,5,1,55.0,40.0,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,105000.0,96.5,7.625,1.354,9316.97,0.0,4500.83,2610.83,360.0,105000,2,1,1,1,1,42.0,37.0,2,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,205000.0,87.855,6.75,0.48,12947.52,0.0,4946.55,300.0,372.0,235000,2,1,1,1,1,95.0,Missing,2,1,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,Medium,Missing,Long
,71,2,31,1,195000.0,78.06,6.75,0.868,16603.57,0.0,8552.3,3971.3,372.0,255000,2,1,1,1,1,131.0,Missing,2,1,2.0,2.0,5.0,5.0,<25,45-54,No,No,1,10,Low,Missing,Long
,71,2,31,1,325000.0,95.388,6.75,0.76,23112.83,0.0,12991.61,6252.48,372.0,335000,2,1,1,1,1,87.0,48.0,2,10,2.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,235000.0,96.5,7.5,0.957,11764.52,0.0,6048.28,4158.28,360.0,245000,1,1,3,5,1,81.0,Missing,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,195000.0,96.499,6.75,0.785,14119.7,0.0,7697.8,2947.16,372.0,205000,2,1,1,1,1,63.0,Missing,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,235000.0,96.371,6.75,0.548,13240.93,0.0,5374.85,300.0,372.0,245000,2,1,1,1,1,60.0,49.0,1,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,3,1,1,305000.0,100.0,7.25,0.315,10503.0,0.0,7815.0,5925.0,360.0,305000,1,1,3,5,1,113.0,Missing,3,10,2.0,5.0,5.0,8.0,55-64,9999,Yes,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,255000.0,96.477,6.75,0.869,18945.9,0.0,10757.15,5104.56,372.0,265000,2,1,1,1,1,109.0,Missing,2,1,3.0,3.0,5.0,5.0,<25,<25,No,No,1,10,High,Missing,Long
,71,2,1,1,205000.0,96.5,6.375,0.291,13320.94,0.0,5362.88,414.87,372.0,215000,2,1,1,1,1,61.0,Missing,2,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,3,1,1,395000.0,100.0,6.75,0.479,26958.78,0.0,10629.35,2128.07,372.0,385000,1,1,3,5,1,104.0,Missing,3,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,31,1,225000.0,86.513,6.375,0.061,13202.78,0.0,5190.0,300.0,372.0,255000,2,1,1,1,1,54.0,47.0,2,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,1,10,Medium,30-50,Long
,71,2,1,1,165000.0,96.5,6.75,0.882,13143.01,0.0,6374.68,2095.53,372.0,175000,2,1,1,1,1,36.0,45.0,3,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,3,1,1,635000.0,100.0,7.0,0.178,17306.0,0.0,13500.0,300.0,372.0,635000,1,1,3,5,1,191.0,47.0,2,3,3.0,3.0,3.0,3.0,45-54,45-54,No,No,1,10,High,30-50,Long
,71,2,1,1,175000.0,90.952,6.75,0.731,10934.49,0.0,4474.86,300.0,372.0,195000,2,1,1,1,1,103.0,Missing,3,1,2.0,2.0,5.0,5.0,25-34,35-44,No,No,1,10,High,Missing,Long
,0,2,1,1,175000.0,96.5,15.0,3.0,0.0,0.0,0.0,0.0,372.0,175000,2,1,1,1,1,52.0,Missing,1,10,2.0,5.0,1.0,8.0,25-34,9999,No,No Co-Applicant,1,2,High,Missing,Long
,71,2,1,1,175000.0,96.5,6.75,0.626,11385.46,0.0,4481.01,300.0,372.0,175000,2,1,1,1,1,59.0,Missing,3,10,2.0,5.0,3.0,8.0,65-74,9999,Yes,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,235000.0,96.5,6.75,0.945,17500.38,0.0,9296.75,3886.71,372.0,245000,2,1,1,1,1,49.0,Missing,3,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,3,1,1,245000.0,99.634,6.75,0.452,19305.77,0.0,10477.01,4948.68,372.0,235000,2,1,1,1,1,95.0,39.0,1,1,2.0,2.0,3.0,5.0,55-64,65-74,Yes,Yes,1,10,High,30-50,Long
,71,2,1,1,285000.0,92.543,6.75,0.265,15990.22,0.0,6030.41,300.0,372.0,305000,2,1,1,1,1,84.0,Missing,3,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,3,1,1,345000.0,100.0,6.75,0.487,26652.59,0.0,13633.79,5988.73,372.0,335000,1,1,3,5,1,127.0,48.0,2,2,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1,10,High,30-50,Long
,71,2,1,1,345000.0,96.5,6.75,0.688,24420.87,0.0,15223.12,6802.12,372.0,345000,1,1,3,5,1,107.0,36.0,3,1,1.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,High,30-50,Long
,71,2,1,1,195000.0,86.559,6.375,-0.032,12371.99,0.0,4736.4,300.0,372.0,215000,2,1,1,1,1,55.0,46.0,1,3,2.0,2.0,5.0,5.0,55-64,25-34,No,No,1,10,Medium,30-50,Long
,71,1,31,1,215000.0,91.979,7.125,0.788,14028.41,0.0,7678.8,4249.44,372.0,235000,2,1,1,1,1,139.0,Missing,1,3,2.0,2.0,5.0,5.0,35-44,45-54,No,No,1,10,High,Missing,Long
,71,2,31,1,235000.0,86.543,6.375,0.051,13552.93,0.0,5387.45,300.0,372.0,275000,2,1,1,1,1,81.0,Missing,2,3,3.0,3.0,5.0,5.0,55-64,55-64,No,No,1,10,Medium,Missing,Long
,71,2,1,1,165000.0,96.5,6.75,0.997,10333.78,0.0,4396.54,300.0,372.0,175000,2,1,1,1,1,50.0,Missing,3,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,315000.0,96.5,7.75,1.184,21807.28,0.0,12685.88,6214.88,372.0,315000,2,1,1,1,1,78.0,Missing,1,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,265000.0,96.482,7.25,0.785,14849.04,0.0,5760.56,300.0,372.0,265000,2,1,1,1,1,115.0,43.0,3,1,2.0,2.0,3.0,5.0,45-54,35-44,No,No,1,10,High,30-50,Long
,71,2,31,1,235000.0,85.576,7.25,0.795,17583.46,0.0,10168.96,4765.96,372.0,275000,2,1,1,1,1,60.0,Missing,2,1,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,Medium,Missing,Long
,0,4,1,1,175000.0,101.01,15.0,3.0,0.0,0.0,0.0,0.0,360.0,175000,2,1,1,1,1,57.0,Missing,2,1,2.0,2.0,5.0,5.0,<25,<25,No,No,1,4,High,Missing,Long
,71,2,1,1,295000.0,95.809,7.25,0.736,16267.02,0.0,6150.0,300.0,372.0,305000,2,1,1,1,1,120.0,47.0,2,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,175000.0,96.5,6.875,0.257,12214.22,0.0,6830.11,4940.11,360.0,175000,1,1,3,5,1,39.0,Missing,2,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,31,1,175000.0,83.151,6.75,0.566,12231.97,0.0,6232.68,1755.18,372.0,205000,2,1,1,1,1,62.0,Missing,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Medium,Missing,Long
,71,3,31,1,175000.0,75.412,6.75,-0.026,10009.84,0.0,4473.11,300.0,372.0,225000,2,1,1,1,1,55.0,Missing,3,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,Low,Missing,Long
,71,2,31,1,195000.0,87.266,7.5,0.932,15487.46,0.0,8641.84,3886.84,372.0,215000,2,1,1,1,1,109.0,40.0,3,2,2.0,2.0,5.0,5.0,45-54,25-34,No,No,1,10,Medium,30-50,Long
,71,2,31,1,415000.0,90.058,7.125,0.807,16531.49,0.0,3993.0,300.0,372.0,455000,2,1,1,1,1,146.0,Missing,1,2,2.0,2.0,5.0,5.0,35-44,25-34,No,No,1,10,High,Missing,Long
,71,3,1,1,245000.0,100.0,7.25,0.038,8032.5,0.0,5490.0,300.0,372.0,245000,2,1,1,1,1,112.0,Missing,3,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,185000.0,96.5,6.75,0.582,13009.47,0.0,5755.98,1151.46,372.0,185000,2,1,1,1,1,58.0,48.0,2,3,2.0,2.0,3.0,3.0,35-44,>74,No,Yes,1,10,High,30-50,Long
,71,3,31,1,235000.0,89.551,7.5,0.051,7577.03,0.0,5449.67,300.0,372.0,265000,2,1,1,1,1,74.0,Missing,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Medium,Missing,Long
,71,2,1,1,275000.0,96.5,7.25,0.755,13763.56,0.0,5915.73,300.0,372.0,275000,2,1,1,1,1,136.0,Missing,1,1,3.0,3.0,5.0,5.0,35-44,35-44,No,No,1,10,High,Missing,Long
,71,2,1,1,225000.0,96.5,6.75,0.659,13230.8,0.0,5163.0,300.0,372.0,225000,2,1,1,1,1,48.0,48.0,3,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,3,1,1,185000.0,100.0,6.75,0.219,11720.05,0.0,4648.05,300.0,372.0,185000,2,1,1,1,1,60.0,Missing,1,1,2.0,2.0,5.0,5.0,55-64,35-44,No,No,1,10,High,Missing,Long
,71,2,1,1,165000.0,96.5,7.625,0.962,11794.59,0.0,5499.65,3609.65,360.0,175000,2,1,1,1,1,43.0,42.0,2,10,2.0,5.0,3.0,8.0,55-64,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,31,1,235000.0,96.5,7.25,1.0,17706.98,0.0,9714.43,4492.13,372.0,245000,2,1,1,1,1,89.0,Missing,1,2,2.0,2.0,5.0,5.0,<25,<25,No,No,1,10,High,Missing,Long
,71,2,1,1,155000.0,96.5,6.75,0.78,11239.68,0.0,4241.04,300.0,372.0,165000,2,1,1,1,1,36.0,Missing,3,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,3,31,1,285000.0,100.0,6.75,0.138,13870.57,0.0,11878.77,5702.97,372.0,285000,2,1,1,1,1,139.0,46.0,3,1,2.0,2.0,5.0,5.0,45-54,25-34,No,No,1,10,High,30-50,Long
,71,1,31,1,285000.0,74.058,7.125,0.275,15761.89,0.0,11998.88,5776.5,372.0,395000,2,1,1,1,1,84.0,45.0,1,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,Low,30-50,Long
,71,2,1,1,245000.0,94.931,7.5,0.863,14219.91,0.0,5572.88,300.0,372.0,255000,2,1,1,1,1,104.0,44.0,3,1,2.0,2.0,5.0,5.0,<25,<25,No,No,1,10,High,30-50,Long
,71,2,1,1,185000.0,96.399,8.25,1.76,12732.77,0.0,5511.06,3695.22,360.0,185000,2,1,1,1,1,73.0,Missing,1,3,2.0,2.0,3.0,5.0,35-44,45-54,No,No,1,10,High,Missing,Long
,71,2,1,1,335000.0,96.5,6.75,0.838,23518.57,0.0,13488.32,6676.82,372.0,345000,2,1,1,1,1,109.0,Missing,2,1,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1,10,High,Missing,Long
,71,2,1,1,265000.0,96.5,6.75,0.631,13852.5,0.0,5733.56,300.0,372.0,265000,2,1,1,1,1,55.0,Missing,2,10,2.0,5.0,3.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,1,31,1,215000.0,62.687,8.0,1.577,11499.85,0.0,7927.5,6037.5,240.0,335000,2,1,1,1,1,120.0,40.0,2,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,Low,30-50,Medium
,71,2,31,1,175000.0,80.8,7.75,1.271,15066.0,0.0,8187.12,3567.12,372.0,215000,2,1,1,1,1,40.0,46.0,3,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1,10,Medium,30-50,Long
,0,2,1,1,185000.0,95.208,15.0,3.0,0.0,0.0,0.0,0.0,372.0,185000,2,1,1,1,1,37.0,Missing,1,10,1.0,5.0,6.0,8.0,35-44,9999,No,No Co-Applicant,2,1,High,Missing,Long
,71,2,1,1,295000.0,96.5,6.75,0.619,14829.13,0.0,6182.75,300.0,372.0,295000,2,1,1,1,1,75.0,41.0,1,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,315000.0,96.5,8.25,1.855,19762.05,0.0,9745.1,7855.1,360.0,325000,2,1,1,1,1,95.0,38.0,1,2,2.0,2.0,5.0,5.0,25-34,35-44,No,No,1,10,High,30-50,Long
,71,2,1,1,225000.0,96.5,7.625,1.471,15691.81,0.0,8100.44,6210.44,360.0,235000,2,1,1,1,1,80.0,42.0,3,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,30-50,Long
,0,3,1,1,365000.0,100.0,15.0,3.0,0.0,0.0,0.0,0.0,372.0,325000,1,1,3,5,1,84.0,44.0,2,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1,3,High,30-50,Long
,71,2,1,1,245000.0,96.5,6.75,0.908,17527.78,0.0,9811.71,4299.66,372.0,255000,2,1,1,1,1,50.0,46.0,3,10,3.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,145000.0,96.5,7.25,0.903,9923.99,0.0,2762.34,300.0,372.0,145000,2,1,1,1,1,35.0,Missing,1,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,0,2,1,1,235000.0,94.641,15.0,3.0,0.0,0.0,0.0,0.0,372.0,245000,2,1,1,1,1,75.0,Missing,3,3,1.0,1.0,5.0,5.0,<25,35-44,No,No,1,3,High,Missing,Long
,71,2,1,1,195000.0,91.407,6.75,0.608,14288.52,0.0,7037.67,3840.04,372.0,205000,2,1,1,1,1,82.0,Missing,1,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,Missing,Long
,0,2,1,1,225000.0,75.0,15.0,3.0,0.0,0.0,0.0,0.0,372.0,215000,2,1,1,1,1,123.0,42.0,1,2,2.0,2.0,3.0,3.0,35-44,35-44,No,No,1,9,Low,30-50,Long
,71,2,1,1,355000.0,90.389,6.75,0.359,18145.55,0.0,7120.79,300.0,372.0,385000,2,1,1,1,1,83.0,Missing,2,10,1.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,31,1,235000.0,95.692,6.75,0.863,17456.67,0.0,9978.08,4656.08,372.0,235000,2,1,1,1,1,113.0,40.0,2,1,2.0,2.0,3.0,3.0,45-54,45-54,No,No,1,10,High,30-50,Long
,71,2,1,1,205000.0,88.866,6.75,0.55,11660.44,0.0,4829.48,300.0,372.0,225000,2,1,1,1,1,58.0,Missing,1,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,Medium,Missing,Long
,71,2,31,1,245000.0,92.969,7.5,0.951,15795.45,0.0,8636.9,3881.9,372.0,255000,1,1,3,5,1,105.0,Missing,2,2,2.0,2.0,3.0,3.0,55-64,<25,Yes,No,1,10,High,Missing,Long
,71,2,31,1,175000.0,78.864,7.75,1.29,14765.94,0.0,7958.16,3465.28,372.0,215000,2,1,1,1,1,86.0,46.0,2,1,3.0,2.0,5.0,5.0,25-34,45-54,No,No,1,10,Low,30-50,Long
,71,1,31,1,255000.0,77.294,7.75,0.529,8740.24,0.0,7260.94,1579.69,372.0,325000,2,1,1,1,1,88.0,39.0,1,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,Low,30-50,Long
,71,3,1,1,465000.0,100.0,7.25,0.003,3375.45,0.0,9971.42,300.0,372.0,465000,1,1,3,5,1,84.0,Missing,3,10,2.0,5.0,3.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,3,31,1,405000.0,100.0,7.25,0.223,20551.85,0.0,17260.36,8160.18,372.0,405000,1,1,3,5,1,146.0,44.0,3,2,3.0,3.0,5.0,5.0,25-34,25-34,No,No,1,10,High,30-50,Long
,71,2,31,1,305000.0,75.888,7.75,1.013,21045.04,0.0,12474.6,6084.6,372.0,395000,2,1,1,1,1,106.0,Missing,3,3,3.0,3.0,6.0,6.0,45-54,35-44,No,No,1,10,Low,Missing,Long
,71,2,1,1,295000.0,93.573,7.25,0.711,15740.79,0.0,6301.94,300.0,372.0,315000,2,1,1,1,1,72.0,49.0,1,1,2.0,2.0,5.0,5.0,<25,<25,No,No,1,10,High,30-50,Long
,71,2,1,1,365000.0,96.5,7.25,0.891,19328.61,0.0,9067.18,300.0,372.0,375000,1,1,3,5,1,131.0,Missing,3,3,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,High,Missing,Long
,71,2,1,1,175000.0,96.001,6.75,0.96,14350.61,0.0,7861.1,3438.24,372.0,175000,2,1,1,1,1,79.0,Missing,2,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,3,1,1,285000.0,100.0,6.75,0.203,15629.11,0.0,6142.94,300.0,372.0,275000,2,1,1,1,1,100.0,Missing,3,2,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,High,Missing,Long
,71,2,1,1,205000.0,96.5,7.75,1.156,12502.24,0.0,4877.36,300.0,372.0,205000,2,1,1,1,1,74.0,Missing,3,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,275000.0,85.445,7.25,0.608,15062.43,0.0,6004.17,300.0,372.0,325000,2,1,1,1,1,80.0,Missing,1,3,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1,10,Medium,Missing,Long
,71,2,31,1,255000.0,83.818,7.25,0.594,13948.3,0.0,5466.47,300.0,372.0,295000,2,1,1,1,1,70.0,48.0,2,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1,10,Medium,30-50,Long
,71,3,31,1,305000.0,86.501,7.25,0.064,10062.79,0.0,6809.66,300.0,372.0,345000,2,1,1,1,1,63.0,49.0,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Medium,30-50,Long
,71,2,31,1,215000.0,74.579,7.5,0.752,12546.85,0.0,5015.45,300.0,372.0,275000,2,1,1,1,1,58.0,39.0,1,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,1,10,Low,30-50,Long
,71,3,31,1,225000.0,100.0,6.75,-0.368,12233.2,0.0,9867.78,4527.78,372.0,225000,2,1,1,1,1,55.0,Missing,2,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1,10,High,Missing,Long
,71,3,1,1,245000.0,100.0,6.875,0.111,9595.87,0.0,2686.77,796.77,360.0,245000,1,1,3,5,1,60.0,Missing,2,2,2.0,2.0,5.0,5.0,<25,25-34,No,No,1,10,High,Missing,Long
,71,2,31,1,255000.0,73.824,6.75,0.471,14379.57,0.0,5684.67,300.0,372.0,345000,2,1,1,1,1,132.0,36.0,1,1,3.0,3.0,6.0,6.0,35-44,25-34,No,No,1,10,Low,30-50,Long
,71,2,1,1,285000.0,94.345,6.875,0.388,20656.54,0.0,11625.16,5626.19,372.0,295000,2,1,1,1,1,105.0,Missing,1,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,3,31,1,355000.0,99.686,7.25,0.359,10272.8,0.0,7900.0,300.0,372.0,355000,1,1,3,5,1,88.0,37.0,3,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,31,1,345000.0,96.5,6.75,0.626,23652.8,0.0,13874.13,6917.88,372.0,355000,2,1,1,1,1,112.0,48.0,1,1,2.0,2.0,5.0,5.0,25-34,<25,No,No,1,10,High,30-50,Long
,71,2,31,1,265000.0,83.729,7.5,0.66,15095.63,0.0,6053.54,300.0,372.0,315000,2,1,1,1,1,84.0,Missing,1,2,3.0,3.0,5.0,1.0,55-64,55-64,No,Yes,1,10,Medium,Missing,Long
,71,2,1,1,205000.0,79.894,6.75,0.64,16204.74,0.0,9199.32,4234.32,372.0,255000,2,1,1,1,1,59.0,Missing,3,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,1,10,Low,Missing,Long
,71,3,1,1,675000.0,100.0,6.75,0.135,31128.93,0.0,28080.18,13480.18,372.0,675000,1,1,3,5,1,147.0,49.0,2,1,3.0,2.0,3.0,3.0,45-54,35-44,No,No,1,10,High,30-50,Long
,71,2,31,1,235000.0,93.442,6.875,0.66,14057.24,0.0,5309.63,300.0,372.0,245000,2,1,1,1,1,95.0,45.0,1,3,1.0,2.0,3.0,5.0,45-54,25-34,No,No,1,10,High,30-50,Long
,71,2,31,1,465000.0,93.944,7.0,0.288,26871.91,0.0,15523.13,4601.13,372.0,485000,1,1,3,5,1,151.0,Missing,2,1,2.0,2.0,5.0,5.0,35-44,25-34,No,No,1,10,High,Missing,Long
,71,2,1,1,235000.0,94.293,6.5,0.553,17277.38,0.0,9984.97,4660.04,372.0,245000,2,1,1,1,1,58.0,46.0,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,295000.0,96.5,7.125,0.763,15544.89,0.0,7779.34,5889.34,360.0,295000,1,1,3,5,1,103.0,Missing,1,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,185000.0,96.5,7.5,0.904,11675.34,0.0,4568.24,300.0,372.0,185000,2,1,1,1,1,55.0,Missing,3,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,3,31,1,235000.0,98.462,6.75,-0.02,9323.22,0.0,5434.62,300.0,372.0,245000,2,1,1,1,1,74.0,36.0,1,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,30-50,Long
,0,2,1,1,215000.0,96.213,15.0,3.0,0.0,0.0,0.0,0.0,372.0,225000,2,1,1,1,1,56.0,45.0,3,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,1,4,High,30-50,Long
,71,2,1,1,165000.0,96.5,6.5,-0.054,11176.82,0.0,4350.75,300.0,372.0,175000,2,1,1,1,1,45.0,44.0,2,10,2.0,5.0,3.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,3,1,1,205000.0,100.0,7.375,0.449,8381.3,0.0,5838.0,4198.0,360.0,205000,1,1,3,5,1,70.0,Missing,2,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,1,31,1,175000.0,45.063,8.0,0.531,7526.5,0.0,4710.0,300.0,372.0,395000,1,1,3,5,1,102.0,36.0,2,2,2.0,2.0,5.0,5.0,55-64,55-64,No,No,1,10,Low,30-50,Long
,71,2,31,1,385000.0,96.012,7.0,0.766,19473.24,0.0,7518.84,300.0,372.0,395000,2,1,1,1,1,132.0,36.0,1,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,0,2,1,1,245000.0,96.5,15.0,3.0,0.0,0.0,0.0,0.0,372.0,255000,2,1,1,1,1,103.0,Missing,1,3,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1,1,High,Missing,Long
,0,3,1,1,195000.0,100.0,15.0,3.0,0.0,0.0,0.0,0.0,372.0,185000,2,1,1,1,1,51.0,Missing,1,10,3.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,1,High,Missing,Long
,71,2,1,1,265000.0,94.664,6.5,0.266,14593.32,0.0,5783.15,300.0,372.0,275000,2,1,1,1,1,134.0,41.0,1,1,2.0,2.0,5.0,5.0,35-44,>74,No,Yes,1,10,High,30-50,Long
,71,2,1,1,235000.0,95.205,6.875,0.423,17656.79,0.0,9318.22,4469.04,372.0,245000,2,1,1,1,1,85.0,41.0,1,1,2.0,2.0,3.0,3.0,25-34,<25,No,No,1,10,High,30-50,Long
,71,2,1,1,255000.0,96.5,6.875,0.23,16582.11,0.0,9569.46,7679.46,360.0,265000,2,1,1,1,1,71.0,Missing,2,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,235000.0,96.5,6.875,0.446,14347.06,0.0,6603.06,4713.06,360.0,245000,1,1,3,5,1,167.0,Missing,1,2,1.0,1.0,1.0,2.0,25-34,45-54,No,No,1,10,High,Missing,Long
,71,2,1,1,195000.0,96.5,6.875,0.503,12264.24,0.0,4782.44,300.0,372.0,195000,2,1,1,1,1,59.0,Missing,3,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,Missing,Long
,0,3,31,1,255000.0,100.0,15.0,3.0,0.0,0.0,0.0,0.0,372.0,245000,2,1,1,1,1,86.0,Missing,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,4,High,Missing,Long
,71,2,1,1,325000.0,94.349,7.125,0.452,17337.07,0.0,8291.14,300.0,372.0,335000,1,1,3,5,1,80.0,Missing,2,2,2.0,2.0,5.0,5.0,<25,25-34,No,No,1,10,High,Missing,Long
,71,2,31,1,375000.0,87.328,7.0,0.276,24741.27,0.0,13098.55,5721.14,372.0,415000,2,1,1,1,1,129.0,Missing,2,3,2.0,2.0,5.0,5.0,35-44,45-54,No,No,1,10,Medium,Missing,Long
,0,1,1,1,295000.0,98.0,15.0,3.0,0.0,0.0,0.0,0.0,372.0,305000,2,2,1,1,1,181.0,45.0,1,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,4,High,30-50,Long
,71,2,1,1,145000.0,66.938,6.5,-0.298,3375.45,0.0,4216.9,214.9,372.0,215000,2,1,1,1,1,30.0,47.0,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Low,30-50,Long
